id,question,version,time_elapsed,proof,score,pilot,order,questionText,reasoning,cues,steps,reasonCorrect,understanding,misconception
penguin,qID-11,B,43.687,S1_C2,0.0,0,2,Is there a mistake? [11],"thinks proof is inefficient, there's too much unnecessary stuff",,,wrong,geometric,"doesn't realize that the reason why proof is ""too many steps"" is because everything is needed to derive the property of angle bisector within a triangle"
penguin,qID-12,B,48.165,S1_C2,0.0,0,2,Which step is wrong? [12],starting from step 3 it becomes redundant,,,wrong,geometric,
penguin,qID-13,B,14.557,S1_C2,0.0,0,2,Describe reasoning [13],thinks 3-8 is useless,,,wrong,geometric,
penguin,qID-3,B,42.45,S1_C2,1.0,0,2,enough info...Congruent Adjacent Angles at step 5? [3],there's too much info,,,right,geometric,
penguin,qID-4,B,12.36,S1_C2,1.0,0,2,enough info...ASA at step 7? [4],yes conditions for ASA are met,,,right,geometric,
penguin,qID-0,B,81.249,S1_IN3,1.0,0,3,,,,,,,
penguin,qID-11,B,16.627,S1_IN3,0.0,0,3,Is there a mistake? [11],"missed mistake, and thought step 4 was extra","tick marks, construction, all proof text",,wrong,geometric,visually assumed that the quad was a rectangle
penguin,qID-3,B,43.774,S1_IN3,1.0,0,3,conclude KN congruent to ML? [3],it's given,given,,right,geometric,
penguin,qID-0,B,81.105,S1_IN2,1.0,0,4,,,,,,,
penguin,qID-11,B,2.489,S1_IN2,0.0,0,4,Is there a mistake? [11],"missed mistake, glossing over AAS","construction, all proof text",,wrong,geometric,
penguin,qID-2,B,35.245,S1_IN2,1.0,0,4,conclude KL congruent to KM? [2],not the same line,"construction, tick marks",,right,"geometric, direct lookup",
penguin,qID-1,B,29.016,S1_IN2,0.0,0,4,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],need that JK and LK are congruent to use reflexive prop,all proof text,,wrong,geometric,"misunderstanding about what reflexive prop is, thinks it's reflective prop (everything gets mirrored over the reflective axis)"
penguin,qID-0,B,46.187,S1_IN1,1.0,0,5,,,,,,,
penguin,qID-11,B,3.755,S1_IN1,0.0,0,5,Is there a mistake? [11],"missed mistake, glossing over SAS","construction, all proof text",,wrong,geometric,thinks having 2 sides and angle is enough for SAS
penguin,qID-2,B,46.012,S1_IN1,1.0,0,5,conclude BA congruent to CB? [2],different # of ticks,"construction, tick marks",,right,"geometric, direct lookup",
penguin,qID-3,B,25.158,S1_IN1,1.0,0,5, conclude <DBA congruent to <BCD? [3],different # of ticks,"construction, tick marks",,right,"geometric, direct lookup",
penguin,qID-0,B,213.151,S2_IN1,1.0,0,6,,,,,,,
penguin,qID-11,B,2.482,S2_IN1,1.0,0,6,Is there a mistake? [11],"yes, forgot what the proof is proving and misread some rows","construction, all proof text",,wrong,geometric,did not correctly keep track of the state of the proof
penguin,qID-12,B,5.948,S2_IN1,0.0,0,6,Which step is wrong? [12],"step 6, thinks ASA should be AAS","construction, all proof text",,wrong,geometric,
penguin,qID-13,B,51.493,S2_IN1,0.0,0,6,Describe reasoning [13],proposes changing step 6 ASA to AAS and moving step 6 right after the givens,,,wrong,geometric,
penguin,qID-2,B,12.053,S2_IN1,0.0,0,6,conclude tLNU congruent to tUQL? [2],yes with a lot of extra information,earlier proof steps (text),,wrong,geometric,based on incorrect assumptions about state of the proof
penguin,qID-0,B,204.842,S2_IN2,1.0,0,7,,,,,,,
penguin,qID-11,B,4.512,S2_IN2,0.0,0,7,Is there a mistake? [11],"thinks step 6 and 7 are useless and don't add any information, thinks CPCTC is useless, but didn't read the proof carefully","reason definition, construction, all proof text",,wrong,geometric,
penguin,qID-2,B,47.753,S2_IN2,1.0,0,7,conclude <MYZ congruent to <MWX? [2],correctly identified what the appropriate angles would be,construction,,right,geometric,
penguin,qID-1,B,18.59,S2_IN2,1.0,0,7,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],"""picture gives so much more information than the proof"", but still understands that some steps must be necessary before using alt-int angles","construction, earlier proof steps (text)",,right,geometric,
penguin,qID-0,B,141.874,S2_C2,1.0,0,8,,,,,,,
penguin,qID-11,B,2.164,S2_C2,3.0,0,8,Is there a mistake? [11],no because everything made sense even with extra steps,"construction, all proof text, tick marks",,right,geometric,
penguin,qID-1,B,10.934,S2_C2,0.0,0,8,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],yes bc thinks that any CPCTC step is useless,earlier proof steps (text),,wrong,geometric,believes that CPCTC never needs to be used
penguin,qID-2,B,15.432,S2_C2,1.0,0,8,conclude <BAF congruent to <DCB? [2],completely different angles,construction,,right,geometric,
peacock,qID-3,B,58.04,P1,1.0,0,0,,,,,,,
peacock,qID-1,B,24.407,P1,0.0,0,0,,,,,,,
peacock,qID-2,B,4.379,P1,0.0,0,0,,,,,,,
peacock,qID-2,B,15.429,P2,1.0,0,0,,,,,,,
peacock,qID-3,B,7.687,P2,1.0,0,0,,,,,,,
peacock,qID-1,B,9.413,P2,1.0,0,0,,,,,,,
peacock,qID-1,B,20.281,P7,0.0,0,0,,,,,,,
peacock,qID-13,B,7.7,P7,1.0,0,0,,,,,,,
peacock,qID-12,B,2.653,P7,1.0,0,0,,,,,,,
peacock,qID-11,B,11.824,P7,1.0,0,0,,,,,,,
peacock,qID-1,B,6.242,P4,1.0,0,0,,,,,,,
peacock,qID-1,B,7.665,P6,1.0,0,0,,,,,,,
peacock,qID-1,B,4.894,P3,0.0,0,0,,,,,,,
peacock,qID-1,B,10.316,P5,1.0,0,0,,,,,,,
peacock,qID-0,A,143.815,S1_IN2,1.0,0,1,,,,,,,
peacock,qID-11,A,2.546,S1_IN2,1.0,0,1,Is there a mistake? [11],"using AAS is wrong, didn't match up with what they were keeping track of while reading the proof","construction, tick marks, inconsistency, all proof text",step 5,right,geometric,
peacock,qID-12,A,11.826,S1_IN2,1.0,0,1,Which step is wrong? [12],step 5 bc AAS is wrong,all proof text,step 5,right,geometric,
peacock,qID-13,A,86.015,S1_IN2,0.0,0,1,Describe reasoning [13],"know angle K is bisected by MK, delete reflexive step, then you can use AAS ","construction, all proof text",step 5,right,geometric,
peacock,qID-2,A,12.98,S1_IN2,1.0,0,1,conclude KL congruent to KM? [2],different lines,construction,step 1,right,"geometric, direct lookup",
peacock,qID-1,A,42.118,S1_IN2,1.0,0,1,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],yes bc reflexive can go anywhere,,step 1,right,geometric,
peacock,qID-0,A,112.706,S1_IN1,1.0,0,2,,,,,,,
peacock,qID-11,A,8.858,S1_IN1,1.0,0,2,Is there a mistake? [11],yes bc step 4 tries to use SAS,"construction, inconsistency, all proof text",step 4,right,geometric,
peacock,qID-12,A,6.129,S1_IN1,1.0,0,2,Which step is wrong? [12],step 4 uses SAS,"construction, inconsistency, all proof text",step 4,right,geometric,
peacock,qID-13,A,25.086,S1_IN1,1.0,0,2,Describe reasoning [13],reflexive BD and use SAS,"construction, tick marks",step 4,right,geometric,
peacock,qID-3,A,14.926,S1_IN1,1.0,0,2, conclude <DBA congruent to <BCD? [3],not enough info,"construction, tick marks",step 4,right,"geometric, direct lookup",
peacock,qID-2,A,19.493,S1_IN1,1.0,0,2,conclude BA congruent to CB? [2],not enough to prove equilateral triangles,"construction, tick marks",step 4,right,"geometric, direct lookup",
peacock,qID-0,A,95.995,S1_C1,1.0,0,3,,,,,,,
peacock,qID-11,A,1.687,S1_C1,3.0,0,3,Is there a mistake? [11],proof looks right,,step 7,,,
peacock,qID-3,A,24.716,S1_C1,1.0,0,3,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],not enough information,"construction, earlier proof steps (text)",step 7,right,geometric,
peacock,qID-2,A,19.177,S1_C1,1.0,0,3,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],"yes, bc just need intersecting lines","construction, earlier proof steps (text)",step 7,right,geometric,
peacock,qID-0,A,126.042,S1_C2,1.0,0,4,,,,,,,
peacock,qID-11,A,2.51,S1_C2,3.0,0,4,Is there a mistake? [11],proof looks right,"construction, tick marks, all proof text",step 7,right,geometric,
peacock,qID-4,A,21.7,S1_C2,1.0,0,4,enough info...ASA at step 7? [4],enough info for ASA,"relies on, earlier proof steps (text)",step 6,right,"geometric, direct lookup",
peacock,qID-3,A,20.026,S1_C2,1.0,0,4,enough info...Congruent Adjacent Angles at step 5? [3],"would have that the lines are perp, so yes","relies on, earlier proof steps (text)",step 4,right,"geometric, direct lookup",
peacock,qID-0,A,91.144,S1_IN3,1.0,0,5,,,,,,,
peacock,qID-11,A,8.868,S1_IN3,1.0,0,5,Is there a mistake? [11],needs some steps to get there because def quad is not right reason,"construction, inconsistency, all proof text",step 4,right,geometric,
peacock,qID-12,A,5.486,S1_IN3,1.0,0,5,Which step is wrong? [12],step 4 bc def quad is not right reason,"construction, inconsistency",step 4,right,geometric,
peacock,qID-13,A,76.114,S1_IN3,0.0,0,5,Describe reasoning [13],doesn't think they can correct the proof but they're not sure if it can be corrected,construction,step 4,right,"geometric, guess",
peacock,qID-3,A,5.76,S1_IN3,0.0,0,5,conclude KN congruent to ML? [3],"said no, rushed",,,wrong,unknown,
peacock,qID-0,A,102.579,S2_IN2,1.0,0,6,,,,,,,
peacock,qID-11,A,2.221,S2_IN2,1.0,0,6,Is there a mistake? [11],issue with step 7 because angles are incorrect,"inconsistency, relies on, construction, tick marks, all proof text","step 7, step 8",right,"geometric, direct lookup",
peacock,qID-12,A,31.891,S2_IN2,1.0,0,6,Which step is wrong? [12],step 7 bc angles are not correct,"inconsistency, all proof text",step 7,right,"geometric, direct lookup",
peacock,qID-13,A,40.211,S2_IN2,1.0,0,6,Describe reasoning [13],angle Y=X gives you opposite interior angles,construction,step 7,right,geometric,
peacock,qID-1,A,46.717,S2_IN2,1.0,0,6,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],"no, guess",,,wrong,guess,
peacock,qID-2,A,28.337,S2_IN2,1.0,0,6,conclude <MYZ congruent to <MWX? [2],"no, because they're different angles","construction, tick marks",step 7,right,"geometric, direct lookup",
peacock,qID-0,A,177.671,S2_C2,1.0,0,7,,,,,,,
peacock,qID-11,A,1.259,S2_C2,3.0,0,7,Is there a mistake? [11],everything checked out,"construction, all proof text",step 10,right,geometric,
peacock,qID-1,A,40.531,S2_C2,1.0,0,7,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],"angle and a side, but missing a side, so no","construction, tick marks, earlier proof steps (text)",step 7,right,geometric,
peacock,qID-2,A,47.138,S2_C2,1.0,0,7,conclude <BAF congruent to <DCB? [2],"doesn't think so, not sure",construction,step 7,right,"geometric, guess",
peacock,qID-0,A,141.381,S2_IN1,1.0,0,8,,,,,,,
peacock,qID-11,A,1.582,S2_IN1,1.0,0,8,Is there a mistake? [11],haven't said that the triangles are congruent yet so there's a mistake,"construction, inconsistency, all proof text",step 8,right,"geometric, direct lookup",
peacock,qID-12,A,9.165,S2_IN1,1.0,0,8,Which step is wrong? [12],step 8 had a weird angle,"construction, tick marks",step 7,right,"geometric, direct lookup",
peacock,qID-13,A,55.502,S2_IN1,1.0,0,8,Describe reasoning [13],LU reflexive and use SAS,construction,step 7,right,geometric,
peacock,qID-2,A,4.442,S2_IN1,1.0,0,8,conclude tLNU congruent to tUQL? [2],no because proof isn't correct,,step 7,right,geometric,
eagle,qID-1,B,72.789,P1,1.0,0,0,,,,,,,
eagle,qID-3,B,12.96,P1,1.0,0,0,,,,,,,
eagle,qID-2,B,17.56,P1,1.0,0,0,,,,,,,
eagle,qID-1,B,14.669,P2,1.0,0,0,,,,,,,
eagle,qID-3,B,11.705,P2,1.0,0,0,,,,,,,
eagle,qID-2,B,9.378,P2,1.0,0,0,,,,,,,
eagle,qID-1,B,31.36,P4,1.0,0,0,,,,,,,
eagle,qID-12,B,10.358,P4,0.0,0,0,,,,,,,
eagle,qID-11,B,45.824,P4,1.0,0,0,,,,,,,
eagle,qID-13,B,9.595,P4,1.0,0,0,,,,,,,
eagle,qID-1,B,15.165,P3,1.0,0,0,,,,,,,
eagle,qID-1,B,14.528,P7,0.0,0,0,,,,,,,
eagle,qID-1,B,23.038,P6,1.0,0,0,,,,,,,
eagle,qID-1,B,10.925,P5,1.0,0,0,,,,,,,
eagle,qID-0,B,237.066,S1_C1,1.0,0,1,,,,,,,
eagle,qID-11,B,77.375,S1_C1,3.0,0,1,Is there a mistake? [11],"everything check out, not 100% confident","construction, all proof text",,right,geometric,
eagle,qID-2,B,25.797,S1_C1,1.0,0,1,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],step 1 mentions intersection so there is enough info,"earlier proof steps (text), reason definition",,right,geometric,
eagle,qID-3,B,23.26,S1_C1,0.0,0,1,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],thought that vertical angles had already been used,earlier proof steps (text),,wrong,geometric,assumed vertical angles had been established already
eagle,qID-0,B,411.912,S1_C2,1.0,0,2,,,,,,,
eagle,qID-11,B,29.064,S1_C2,0.0,0,2,Is there a mistake? [11],yes for unclear reasons,"construction, all proof text",,wrong,"geometric, guess",can't tell what the exact misconception is at this point
eagle,qID-12,B,69.96,S1_C2,0.0,0,2,Which step is wrong? [12],"step 8 bc CPCTC talks about triangles while AD=DC is about segments, thinks there is mismatch between statement and the reason used","reason definition, construction, all proof text",,wrong,"geometric, guess",doesn't understand definition of CPCTC
eagle,qID-13,B,8.003,S1_C2,0.0,0,2,Describe reasoning [13],ran out of time,,,,,
eagle,qID-0,B,131.948,S1_IN3,1.0,0,3,,,,,,,
eagle,qID-11,B,10.623,S1_IN3,0.0,0,3,Is there a mistake? [11],"no, didn't catch any issues, thought def. quad was fine","reason definition, all proof text, construction",,wrong,geometric,thought quad == rectangle
eagle,qID-3,B,15.422,S1_IN3,1.0,0,3,conclude KN congruent to ML? [3],thinks so,"tick marks, construction",,right,"geometric, direct lookup",
eagle,qID-0,B,96.888,S1_IN2,1.0,0,4,,,,,,,
eagle,qID-11,B,2.301,S1_IN2,0.0,0,4,Is there a mistake? [11],"no, checked what AAS looked like but didn't realize that the proof hadn't established AAS","reason definition, reason def (illustration), construction, all proof text",,wrong,geometric,didn't keep track of whether AAS was the right reason to use
eagle,qID-1,B,26.418,S1_IN2,1.0,0,4,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],"yes, any fig congruent with itself","reason definition, construction",,right,geometric,
eagle,qID-2,B,44.999,S1_IN2,1.0,0,4,conclude KL congruent to KM? [2],"knows they are different lines, wasn't sure of answer","construction, tick marks",,right,"geometric, guess",
eagle,qID-0,B,121.437,S1_IN1,1.0,0,5,,,,,,,
eagle,qID-11,B,1.68,S1_IN1,0.0,0,5,Is there a mistake? [11],"no, bc thinks all angles and sides match up so SAS and CPCTC are fine to use","tick marks, construction, all proof text, reason definition",,wrong,geometric,thought all angles and sides are congruent
eagle,qID-2,B,39.205,S1_IN1,0.0,0,5,conclude BA congruent to CB? [2],thinks that the segments could be congruent because of mirroring over the DB segment,"tick marks, construction",,wrong,"geometric, guess",thinks all angles and sides are congruent
eagle,qID-3,B,32.231,S1_IN1,0.0,0,5, conclude <DBA congruent to <BCD? [3],yes bc thinks all lines and angles are equivalent,"tick marks, construction, all proof text",,wrong,geometric,thinks all angles and sides are congruent
eagle,qID-0,B,190.571,S2_IN1,1.0,0,6,,,,,,,
eagle,qID-11,B,2.459,S2_IN1,0.0,0,6,Is there a mistake? [11],"didn't catch mistake during read-through, losing track of their place while reading the proof","reason definition, construction, all proof text",,wrong,geometric,didn't catch the mistake
eagle,qID-2,B,14.26,S2_IN1,0.0,0,6,conclude tLNU congruent to tUQL? [2],based answer on read-through,construction,,wrong,geometric,
eagle,qID-0,B,153.779,S2_IN2,1.0,0,7,,,,,,,
eagle,qID-11,B,1.842,S2_IN2,0.0,0,7,Is there a mistake? [11],"misread <MYZ=<MWX as <MZY=<MWX, so missed the mistake, otherwise followed the proof","tick marks, construction, reason definition, all proof text",,wrong,geometric,traced the wrong angles which influenced their reasoning
eagle,qID-2,B,15.954,S2_IN2,0.0,0,7,conclude <MYZ congruent to <MWX? [2],traced correct angles but still thought that they were congruent,construction,,wrong,geometric,traced the correct angles but believed that they visually looked correct
eagle,qID-1,B,39.991,S2_IN2,0.0,0,7,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],thinks that there is enough information based on only the setup (i.e. it looks like there are 2 parallel lines with a transversal so it must be possible to move the step),construction,,wrong,geometric,thinks that having a visually correct setup is enough to prove that the lines are parallel
eagle,qID-0,B,177.941,S2_C2,1.0,0,8,,,,,,,
eagle,qID-11,B,1.92,S2_C2,3.0,0,8,Is there a mistake? [11],"no, nothing caught their attention","construction, tick marks, all proof text, reason definition",,right,geometric,
eagle,qID-1,B,33.082,S2_C2,0.0,0,8,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],got tripped up on whether AB=BC was correct or if it needed to be named AB=CB to match the orientation of points. ,,,wrong,"geometric, guess",
eagle,qID-2,B,13.938,S2_C2,0.0,0,8,conclude <BAF congruent to <DCB? [2],traced out <BCG instead of <DCB,"tick marks, construction",,wrong,"geometric, direct lookup",
giraffe,qID-1,B,89.162,P1,1.0,0,0,,,,,,,
giraffe,qID-3,B,8.819,P1,1.0,0,0,,,,,,,
giraffe,qID-2,B,9.033,P1,1.0,0,0,,,,,,,
giraffe,qID-3,B,8.819,P2,1.0,0,0,,,,,,,
giraffe,qID-1,B,11.047,P2,1.0,0,0,,,,,,,
giraffe,qID-2,B,9.084,P2,1.0,0,0,,,,,,,
giraffe,qID-1,B,24.719,P7,0.0,0,0,,,,,,,
giraffe,qID-12,B,5.335,P7,0.0,0,0,,,,,,,
giraffe,qID-13,B,2.167,P7,0.0,0,0,,,,,,,
giraffe,qID-11,B,24.172,P7,1.0,0,0,,,,,,,
giraffe,qID-1,B,7.134,P4,1.0,0,0,,,,,,,
giraffe,qID-1,B,8.539,P6,1.0,0,0,,,,,,,
giraffe,qID-1,B,7.616,P5,1.0,0,0,,,,,,,
