id,question,version,time_elapsed,proof,score,pilot,order,questionText,reasoning,cues,steps,reasonCorrect,understanding,misconception,questionType
lion,qID-13,A,48.896,S2_IN1,0.0,0,8,Describe reasoning [13],subtract angles from each other and use some intersecting lines to get more angles to prove that smaller triangles are congruent,construction,step 7,wrong,geometric,trying to solve for the wrong triangles,3.0
lion,qID-2,A,10.941,S2_IN1,1.0,0,8,conclude tLNU congruent to tUQL? [2],no bc proof wasn't correct,,step 7,right,geometric,,4.0
lemur,qID-2,B,91.342,P1,1.0,0,0,,,,,,,,
lemur,qID-3,B,21.889,P1,1.0,0,0,,,,,,,,
lemur,qID-1,B,22.821,P1,1.0,0,0,,,,,,,,
lemur,qID-3,B,13.311,P2,1.0,0,0,,,,,,,,
lemur,qID-2,B,14.527,P2,1.0,0,0,,,,,,,,
lemur,qID-1,B,15.714,P2,1.0,0,0,,,,,,,,
lemur,qID-1,B,48.085,P7,0.0,0,0,,,,,,,,
lemur,qID-11,B,20.986,P7,1.0,0,0,,,,,,,,
lemur,qID-12,B,21.444,P7,1.0,0,0,,,,,,,,
lemur,qID-13,B,14.856,P7,0.0,0,0,,,,,,,,
lemur,qID-1,B,36.624,P6,1.0,0,0,,,,,,,,
lemur,qID-1,B,18.916,P5,0.0,0,0,,,,,,,,
lemur,qID-1,B,28.83,P3,0.0,0,0,,,,,,,,
lemur,qID-1,B,8.354,P4,1.0,0,0,,,,,,,,
lemur,qID-0,B,126.372,S1_IN2,0.0,0,0,,,,,,,,
lemur,qID-11,B,70.499,S1_IN2,1.0,0,1,Is there a mistake? [11],AAS is the wrong reason to use,"construction, all proof text",,right,geometric,,1.0
lemur,qID-12,B,11.148,S1_IN2,1.0,0,1,Which step is wrong? [12],step 5,"construction, all proof text",,right,geometric,,2.0
lemur,qID-13,B,28.56,S1_IN2,0.0,0,1,Describe reasoning [13],should use SAS or SSA instead of AAS,,,wrong,geometric,doesn't realize SSA is not congruence theorem or that SAS doesn't work here,3.0
lemur,qID-1,B,69.256,S1_IN2,1.0,0,1,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],not same # ticks,"construction, tick marks",,right,"geometric, direct lookup",,5.0
lemur,qID-2,B,16.415,S1_IN2,1.0,0,1,conclude KL congruent to KM? [2],"MK is the same line as MK, unsure if there's enough proof.",all proof text,,right,"geometric, guess",,4.0
lemur,qID-0,B,194.926,S1_C1,0.0,0,1,,,,,,,,
lemur,qID-11,B,1.274,S1_C1,3.0,0,2,Is there a mistake? [11],everything seemed correct,"reason definition, construction, all proof text",,right,geometric,,1.0
lemur,qID-3,B,84.706,S1_C1,0.0,0,2,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],thought vertical angles had already been established,"construction, reason definition",,wrong,geometric,thought enough reqs were met for SAS,5.0
lemur,qID-2,B,41.814,S1_C1,1.0,0,2,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],wasn't sure,construction,,,guess,didn't know that intersecting vert angles could be applied as long as there are intersecting lines,5.0
lemur,qID-0,B,52.722,S1_IN1,0.0,0,2,,,,,,,,
lemur,qID-11,B,23.377,S1_IN1,1.0,0,3,Is there a mistake? [11],"no interior angle is defined before using SAS, should use SSS instead","all proof text, construction",,right,geometric,,1.0
lemur,qID-12,B,6.404,S1_IN1,1.0,0,3,Which step is wrong? [12],no interior angle is defined before using SAS,"all proof text, construction",,right,geometric,,2.0
lemur,qID-13,B,13.785,S1_IN1,0.0,0,3,Describe reasoning [13],thinks reason should be changed from SAS to SSS,construction,,wrong,geometric,doesn't realize reflexive step is needed for SSS,3.0
lemur,qID-2,B,14.838,S1_IN1,1.0,0,3,conclude BA congruent to CB? [2],not same number of tick marks,"construction, tick marks",,right,"geometric, direct lookup",,4.0
lemur,qID-3,B,83.932,S1_IN1,0.0,0,3, conclude <DBA congruent to <BCD? [3],if the triangles are congruent the 2 angles are congruent,"construction, earlier proof steps (text)",,wrong,geometric,misuse of CPCTC,4.0
lemur,qID-0,B,142.034,S1_IN3,0.0,0,3,,,,,,,,
lemur,qID-11,B,27.86,S1_IN3,0.0,0,4,Is there a mistake? [11],"thinks def quad = def rect and that there is no mistake, was confused about why angle N didn't have a 90 degree tick","tick marks, construction, all proof text",,wrong,geometric,thinks def quad = rect,1.0
lemur,qID-3,B,10.755,S1_IN3,1.0,0,4,conclude KN congruent to ML? [3],same # ticks,tick marks,,right,"geometric, direct lookup",,4.0
lemur,qID-0,B,80.946,S1_C2,0.0,0,4,,,,,,,,
lemur,qID-11,B,102.322,S1_C2,3.0,0,5,Is there a mistake? [11],checked over proof and convinced everything is correct,"construction, reason definition, all proof text",,right,geometric,,1.0
lemur,qID-3,B,93.552,S1_C2,1.0,0,5,enough info...Congruent Adjacent Angles at step 5? [3],enough info to apply cong adj angles knowing that lines are perpendicular. wasn't confident in answer,"statement text, construction",,right,"geometric, guess",,5.0
lemur,qID-4,B,46.425,S1_C2,1.0,0,5,enough info...ASA at step 7? [4],"all reqs for ASA are met, not confident in answer","construction, earlier proof steps (text), tick marks",,right,geometric,,5.0
lemur,qID-0,B,98.684,S2_IN1,0.0,0,5,,,,,,,,
lemur,qID-11,B,58.742,S2_IN1,0.0,0,6,Is there a mistake? [11],"thought there wasn't enough info to use ASA, accidentally selected no mistake","construction, all proof text",,wrong,geometric,,1.0
lemur,qID-2,B,24.558,S2_IN1,0.0,0,6,conclude tLNU congruent to tUQL? [2],"not enough info to prove congruent because thought there was an issue with ASA, picked Yes",,,wrong,geometric,,4.0
lemur,qID-0,B,102.796,S2_IN2,0.0,0,6,,,,,,,,
lemur,qID-11,B,31.705,S2_IN2,1.0,0,7,Is there a mistake? [11],"thought not enough info to use SAS, but was very unsure","reason definition, construction, all proof text",,wrong,"geometric, guess",,1.0
lemur,qID-12,B,5.369,S2_IN2,0.0,0,7,Which step is wrong? [12],step 6 because of SAS,,,wrong,"geometric, guess",,2.0
lemur,qID-13,B,17.446,S2_IN2,0.0,0,7,Describe reasoning [13],verbally expressed that they were confused and didn't describe how to correct the proof,,,wrong,guess,,3.0
lemur,qID-1,B,42.601,S2_IN2,1.0,0,7,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],not enough info to prove parallel,earlier proof steps (text),,right,geometric,,5.0
lemur,qID-2,B,11.198,S2_IN2,1.0,0,7,conclude <MYZ congruent to <MWX? [2],bc triangles aren't congruent the angles cannot be proven congruent,"earlier proof steps (text), construction",,wrong,geometric,,4.0
lemur,qID-0,B,169.228,S2_C2,0.0,0,7,,,,,,,,
lemur,qID-11,B,2.498,S2_C2,0.0,0,8,Is there a mistake? [11],"lost track of the number of sides and angles that were established to be congruent, thought there wasn't enough info","construction, all proof text",,wrong,geometric,,1.0
lemur,qID-12,B,4.841,S2_C2,0.0,0,8,Which step is wrong? [12],step 9,,,wrong,geometric,,2.0
lemur,qID-13,B,60.805,S2_C2,0.0,0,8,Describe reasoning [13],thought there wasn't enough info for SAS by step 9,"construction, all proof text",,wrong,geometric,,3.0
lemur,qID-1,B,13.475,S2_C2,1.0,0,8,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],can't move step 9 before step 8 bc step 8 is one of the sides for SAS,earlier proof steps (text),,right,geometric,,5.0
lemur,qID-2,B,23.715,S2_C2,1.0,0,8,conclude <BAF congruent to <DCB? [2],very different angles on construction,construction,,right,"geometric, direct lookup",,4.0
hedgehog,qID-2,B,105.07,P1,1.0,0,0,,,,,,,,
hedgehog,qID-1,B,12.212,P1,1.0,0,0,,,,,,,,
hedgehog,qID-3,B,12.209,P1,1.0,0,0,,,,,,,,
hedgehog,qID-3,B,7.989,P2,1.0,0,0,,,,,,,,
hedgehog,qID-2,B,12.106,P2,1.0,0,0,,,,,,,,
hedgehog,qID-1,B,6.727,P2,1.0,0,0,,,,,,,,
hedgehog,qID-1,B,13.401,P3,1.0,0,0,,,,,,,,
hedgehog,qID-13,B,11.199,P3,1.0,0,0,,,,,,,,
hedgehog,qID-11,B,45.932,P3,0.0,0,0,,,,,,,,
hedgehog,qID-12,B,3.075,P3,0.0,0,0,,,,,,,,
hedgehog,qID-1,B,11.486,P7,0.0,0,0,,,,,,,,
hedgehog,qID-1,B,9.506,P4,1.0,0,0,,,,,,,,
hedgehog,qID-1,B,8.777,P6,1.0,0,0,,,,,,,,
hedgehog,qID-1,B,8.767,P5,1.0,0,0,,,,,,,,
hedgehog,qID-0,A,62.025,S1_IN1,0.0,0,0,,,,,,,,
hedgehog,qID-11,A,27.844,S1_IN1,1.0,0,1,Is there a mistake? [11],"yes, SAS is wrong","construction, all proof text, inconsistency",step 4,right,"geometric, direct lookup",,1.0
hedgehog,qID-12,A,6.112,S1_IN1,1.0,0,1,Which step is wrong? [12],step 4 bc SAS is wrong,"inconsistency, relies on, construction",step 4,,,,2.0
hedgehog,qID-13,A,11.888,S1_IN1,0.0,0,1,Describe reasoning [13],thinks rows 4 and 5 should be switched,"tick marks, construction","step 4, step 5",wrong,geometric,sees that the angles they wanted to use for SAS are established in step 5 w/o noticing dependency on step 4,3.0
