t,e,c,v
1733362516461,a,pr,s3
1733362516624,a,pr,s2
1733362516792,a,pr,s1
1733362518833,a,pr,s2
1733362525020,a,pr,s3
1733362528572,a,pr,s4
1733362531917,a,pr,s5
1733362533255,a,pr,s6
1733362535611,a,pr,s5
1733362538233,a,pr,s4
1733362539557,a,pr,s3
1733362540504,a,pr,s4
1733362540827,a,pr,s5
1733362542919,a,pr,s4
1733362546756,a,pr,s5
1733362547049,a,pr,s4
1733362547241,a,pr,s3
1733362547397,a,pr,s2
1733362547782,a,pr,s1
1733362548260,a,pr,s2
1733362551020,a,pr,s1
1733362551768,a,pr,s2
1733362552079,a,pr,s3
1733362552411,a,pr,s4
1733362553410,a,pr,s5
1733362554395,a,pr,s6
1733362559061,a,pr,s5
1733362561450,a,pr,s4
1733362563905,a,pr,s3
1733362566020,a,pr,s4
1733362566224,a,pr,s5
1733362566727,a,pr,s6
1733362568261,a,pr,s5
1733362568544,a,pr,s4
1733362569228,a,pr,s3
1733362570244,a,pr,s4
1733362571718,a,pr,s5
1733362572321,a,pr,s4
1733362572508,a,pr,s3
1733362573120,a,pr,s2
1733362573987,a,pr,s3
1733362577201,a,pr,s4
1733362578498,a,pr,s3
1733362578961,a,pr,s2
1733362581192,a,pr,s3
1733362581504,a,pr,s4
1733362581876,a,pr,s5
1733362582602,a,pr,s6
1733362583038,a,pr,s7
1733362584136,a,pr,s6
1733362584303,a,pr,s5
1733362584492,a,pr,s4
1733362584699,a,pr,s3
1733362584887,a,pr,s2
1733362585182,a,pr,s1
1733362585904,a,pr,s2
1733362586742,a,pr,s3
1733362588584,a,pr,s2
1733362589580,a,pr,s3
1733362589858,a,pr,s4
1733362590546,a,pr,s3
1733362591417,a,pr,s2
1733362593343,a,pr,s3
1733362593519,a,pr,s4
1733362593956,a,pr,s5
1733362595908,a,pr,s6
1733362601854,a,pr,s7
1733362605122,a,pr,s6
1733362610560,a,pr,s5
1733362610911,a,pr,s4
1733362611964,a,pr,s5
1733362612246,a,pr,s6
1733362628977,a,pr,s7
1733362630562,a,pr,s6
1733362631750,a,pr,s5
1733362632289,a,pr,s6
1733362633247,a,pr,s5
1733362636776,a,pr,s4
1733362637179,a,pr,s5
1733362637460,a,pr,s4
1733362639192,a,pr,s3
1733362642203,a,pr,s2
1733362643748,a,pr,s1
1733362644249,a,pr,s2
1733362646442,a,pr,s1
1733362648143,a,pr,s2
1733362648816,a,pr,s3
1733362649932,a,pr,s2
1733362650403,a,pr,s3
1733362651386,a,pr,s4
1733362651642,a,pr,s5
1733362652679,a,pr,s6
1733362655529,a,pr,s7
1733362659102,a,pr,s6
1733362659644,a,pr,s5
1733362660231,a,pr,s6
1733362661024,a,pr,s7
1733362661242,a,pr,s8
1733362663697,a,pr,s7
1733362663965,a,pr,s6
1733362664649,a,pr,s5
1733362665852,a,pr,s6
1733362668107,a,pr,s5
1733362668658,a,pr,s6
1733362674915,a,pr,s5
1733362676583,a,pr,s6
1733362691706,a,pr,s5
1733362691883,a,pr,s4
1733362716541,a,pr,prove
1733362717648,a,pr,given
1733362731124,a,pr,prove
1733362731479,a,pr,s1
1733362733446,a,pr,s2
1733362734528,a,pr,s3
1733362736398,a,pr,s4
1733362738138,a,pr,s3
1733362738298,a,pr,s2
1733362738479,a,pr,s1
1733362739860,a,pr,s2
1733362741642,a,pr,s1
1733362742108,a,pr,s2
1733362742681,a,pr,s3
1733362743682,a,pr,s4
1733362744129,a,pr,s3
1733362744496,a,pr,s4
1733362748175,a,pr,s3
1733362748360,a,pr,s2
1733362748531,a,pr,s1
1733362749965,a,pr,s2
1733362751731,a,pr,s3
1733362752465,a,pr,s2
1733362752642,a,pr,s1
1733362753066,a,pr,s2
1733362753251,a,pr,s3
1733362758652,a,pr,s4
1733362779443,a,pr,s3
1733362781449,a,pr,s4
1733362782050,a,pr,s5
1733362782499,a,pr,s4
1733362782792,a,pr,s3
1733362783461,a,pr,s2
1733362784546,a,pr,s1
1733362786196,a,pr,s2
1733362787625,a,pr,s3
1733362791590,a,pr,s2
1733362799554,a,pr,s3
1733362799988,a,pr,s4
1733362811190,a,pr,s3
1733362811457,a,pr,s2
1733362811776,a,pr,s1
1733362817403,a,pr,s2
1733362817725,a,pr,s3
1733362818206,a,pr,s2
1733362818467,a,pr,s1
1733362820178,a,pr,s2
1733362820443,a,pr,s1
1733362825804,a,pr,s2
1733362828439,a,pr,s3
1733362910368,c,pr,s4
1733362926348,a,pr,s5
1733362926800,a,pr,s4
1733362990684,a,pr,prove
1733362997498,a,pr,s1
1733362999200,a,pr,s2
1733363000504,a,pr,s3
1733363010108,a,pr,s4
1733363014701,a,pr,s5
1733363030134,a,pr,s4
1733363030638,a,pr,s3
1733363033802,a,pr,s2
1733363034021,a,pr,s1
1733363035920,a,pr,s2
1733363037859,a,pr,s3
1733363042622,a,pr,s4
1733363049520,a,pr,s5
1733363062126,a,pr,s4
1733363084415,a,pr,s5
1733363088383,a,pr,s4
1733363103567,a,pr,s5
1733363126462,a,pr,s4
1733363126819,a,pr,s3
1733363128076,a,pr,s4
1733363129620,a,pr,s3
1733363130236,a,pr,s4
1733363130982,a,pr,s5
1733363131945,a,pr,s4
1733363138686,a,pr,s3
1733363170564,a,pr,s2
1733363170860,a,pr,s1
1733363193720,a,pr,s2
1733363195589,a,pr,s1
1733363207835,a,pr,s2
1733363207966,a,pr,s3
1733363208132,a,pr,s4
1733363212485,a,pr,s3
1733363212653,a,pr,s2
1733363212801,a,pr,s1
1733363270389,a,pr,prove
1733363272201,a,pr,s1
1733363275073,a,pr,s2
1733363275402,a,pr,s1
1733363276552,a,pr,s2
1733363279836,a,pr,s1
1733363280825,a,pr,s2
1733363285366,a,pr,s3
1733363292303,a,pr,s2
1733363292309,a,pr,s3
1733363292683,a,pr,s4
1733363307524,a,pr,s5
1733363316064,a,pr,s6
1733363364111,a,pr,prove
1733363364601,a,pr,s1
1733363372497,a,pr,s2
1733363377748,a,pr,s1
1733363378717,a,pr,s2
1733363379973,a,pr,s3
1733363385780,a,pr,s4
1733363393755,a,pr,s3
1733363394974,a,pr,s2
1733363395462,a,pr,s3
1733363395651,a,pr,s4
1733363397392,m,re,
1733363397407,ml,re,
1733363397467,m,re,
1733363397482,ml,re,
1733363400802,a,pr,s5
1733363403427,a,pr,s6
1733363416563,a,pr,s7
1733363424493,a,pr,s8
1733363546820,a,pr,s9
1733363547757,a,pr,s8
1733363548236,a,pr,s9
1733363549960,a,pr,s8
1733363560719,a,pr,s9
1733363566071,a,pr,s8
1733363617209,a,pr,s7
1733363690054,a,pr,s8
1733363690622,a,pr,s7
1733363706055,a,pr,prove
1733363707399,a,pr,given
1733363708039,a,pr,prove
1733363708178,a,pr,s1
1733363711301,a,pr,s2
1733363714366,a,pr,s3
1733363715764,a,pr,s2
1733363716455,a,pr,s3
1733363718641,a,pr,s4
1733363722546,a,pr,s5
1733363725056,a,pr,s6
1733363733129,a,pr,s7
1733363736982,a,pr,s6
1733363737401,a,pr,s5
1733363738268,a,pr,s6
1733363738910,a,pr,s7
1733363739521,a,pr,s6
1733363739720,a,pr,s5
1733363740084,a,pr,s4
1733363740386,a,pr,s5
1733363740581,a,pr,s4
1733363740773,a,pr,s3
1733363740918,a,pr,s2
1733363741604,a,pr,s3
1733363741758,a,pr,s4
1733363741946,a,pr,s5
1733363742111,a,pr,s6
1733363742292,a,pr,s7
1733363743406,a,pr,s8
1733363746900,a,pr,s9
1733363747255,a,pr,s8
1733363749784,a,pr,s9
1733363754826,a,pr,s8
1733363755003,a,pr,s7
1733363757442,a,pr,s6
1733363757606,a,pr,s5
1733363757770,a,pr,s4
1733363758377,a,pr,s5
1733363758524,a,pr,s6
1733363758705,a,pr,s7
1733363758864,a,pr,s8
1733363759142,a,pr,s9
1733363763061,a,pr,s8
1733363763385,a,pr,s7
1733363763887,a,pr,s8
1733363768165,a,pr,s7
1733363768353,a,pr,s6
1733363768568,a,pr,s5
1733363769033,a,pr,s6
1733363769201,a,pr,s7
1733363769463,a,pr,s8
1733363770111,a,pr,s7
1733363770641,a,pr,s6
1733363770981,a,pr,s5
1733363771145,a,pr,s6
1733363771270,a,pr,s7
1733363771452,a,pr,s8
1733363771787,a,pr,s9
1733363772154,a,pr,s10
1733363772513,a,pr,s9
1733363774281,a,pr,s10
1733363775718,a,pr,s9
1733363775927,a,pr,s8
1733363776878,a,pr,s7
1733363785572,a,pr,s8
1733363788519,a,pr,s9
1733363796537,a,pr,s10
1733363803332,a,pr,s9
1733363805030,a,pr,s10
1733363820775,a,pr,s9
1733363820954,a,pr,s8
1733363821095,a,pr,s7
1733363829686,a,pr,s8
1733363829874,a,pr,s9
1733363836313,a,pr,s8
1733363839501,a,pr,s7
1733363839991,a,pr,s6
1733363840807,a,pr,s7
1733363886069,a,pr,prove
1733363886959,a,pr,given
1733363888042,a,pr,prove
1733363888609,a,pr,s1
1733363889026,a,pr,prove
1733363891319,a,pr,s1
1733363892763,a,pr,s2
1733363894825,a,pr,s3
1733363895391,a,pr,s2
1733363895695,a,pr,s1
1733363896387,a,pr,s2
1733363896691,a,pr,s1
1733363897607,a,pr,s2
1733363898666,a,pr,s1
1733363899086,a,pr,s2
1733363899235,a,pr,s3
1733363903422,a,pr,s4
1733363905532,a,pr,s5
1733363916170,a,pr,s6
1733363925631,a,pr,s7
1733363929517,m,re,
1733363929775,ml,re,
1733363946425,a,pr,s6
1733363952645,a,pr,s7
1733363965778,a,pr,s8
1733363971862,m,re,
1733363972113,ml,re,
1733363972396,m,re,
1733363973937,ml,re,
1733363982829,m,re,
1733363982847,ml,re,
1733363990948,a,pr,s7
1733364004928,m,re,
1733364004955,ml,re,
1733364005712,m,re,
1733364005755,ml,re,
1733364011546,a,pr,s8
1733364054270,a,pr,s7
1733364054634,a,pr,s6
1733364055402,a,pr,s7
1733364055550,a,pr,s8
1733364059448,a,pr,s7
1733364059572,a,pr,s6
1733364059706,a,pr,s5
1733364059867,a,pr,s4
1733364060005,a,pr,s3
1733364060159,a,pr,s2
1733364063500,a,pr,s3
1733364063663,a,pr,s4
1733364063850,a,pr,s5
1733364064016,a,pr,s6
1733364064277,a,pr,s7
1733364065677,a,pr,s8
1733364067242,a,pr,s7
1733364067376,a,pr,s6
1733364067524,a,pr,s5
1733364067696,a,pr,s4
1733364067865,a,pr,s3
1733364068246,a,pr,s2
1733364081725,a,pr,s3
1733364081896,a,pr,s4
1733364082041,a,pr,s5
1733364082176,a,pr,s6
1733364082895,a,pr,s5
1733364083006,a,pr,s4
1733364083195,a,pr,s3
1733364083999,a,pr,s2
