index,pageName,question,answer,condition,next,click,hover,mouse,pointer,score,key,delta,participant
2024-07-25 16:00:11.612,T1_S1_C2,qID-2,Yes,static,0,0,0,0,0,1.0,Yes,26.964,pa
2024-07-25 16:00:33.888,T1_S1_C2,qID-1,No,static,0,0,0,0,0,0.0,Yes,22.276,pa
2024-07-25 16:01:43.086,T1_S1_C2,qID-4,No,static,0,0,0,0,0,0.0,Yes,69.198,pa
2024-07-25 16:03:21.339,T1_S1_C2,qID-3,Yes,static,0,8,12,1,3,1.0,Yes,98.253,pa
2024-07-25 16:07:03.802,T1_S1_IN2,qID-1,Yes,interactive,0,0,33,0,1,1.0,Yes,222.463,pa
2024-07-25 16:07:27.409,T1_S1_IN2,qID-2,No,interactive,1,15,95,9,1,1.0,No,23.607,pa
2024-07-25 16:09:22.406,T1_S2_IN2,qID-1,Yes,interactive,0,0,0,0,0,1.0,Yes,114.997,pa
2024-07-25 16:09:31.448,T1_S2_IN2,qID-2,Step 7,interactive,0,0,0,0,0,1.0,Step 7,9.042,pa
2024-07-25 16:09:40.703,T1_S2_IN2,qID-3,The step says the wrong things are congruent to each other (ex: incorrectly says PA is congruent to AC),interactive,0,0,0,0,0,1.0,The step says the wrong things are congruent to each other (ex: incorrectly says PA is congruent to AC),9.255,pa
2024-07-25 16:10:51.003,T1_S2_C2,qID-1,Yes,static,0,0,0,0,0,0.0,No,70.3,pa
2024-07-25 16:10:54.056,T1_S2_C2,qID-2,Step 6,static,0,0,0,0,0,,,3.053,pa
2024-07-25 16:10:59.613,T1_S2_C2,qID-3,The step uses the wrong theorem or definition (ex: incorrectly uses ASA triangle congruence),static,0,12,62,3,6,,,5.557,pa
2024-07-25 16:15:46.020,T1_S2_C1,qID-1,Yes,static,0,9,2,0,0,0.0,No,286.407,pa
2024-07-25 16:17:59.340,T1_S2_IN1,qID-1,Yes,interactive,0,6,23,1,1,1.0,Yes,133.32,pa
2024-07-25 16:19:14.567,T1_S2_IN1,qID-2,Step 6,interactive,0,0,0,0,0,0.0,Step 8,75.227,pa
2024-07-25 16:19:19.874,T1_S2_IN1,qID-3,The step says the wrong things are congruent to each other (ex: incorrectly says PA is congruent to AC),interactive,0,0,0,0,0,0.0,There is not enough information to apply the theorem or definition,5.307,pa
2024-07-25 16:22:11.521,Static SUS,0,4,undefined,0,0,0,0,0,,,171.647,pa
2024-07-25 16:22:11.521,Static SUS,1,1,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:22:11.522,Static SUS,3,1,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:22:11.522,Static SUS,2,4,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:22:11.523,Static SUS,4,4,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:22:11.523,Static SUS,5,4,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:22:11.524,Static SUS,6,5,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:22:11.524,Static SUS,7,1,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:22:11.525,Static SUS,8,5,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:22:11.525,Static SUS,9,1,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:23:24.673,Interactive SUS,0,4,undefined,0,0,0,0,0,,,73.148,pa
2024-07-25 16:23:24.673,Interactive SUS,1,1,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:23:24.674,Interactive SUS,2,5,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:23:24.674,Interactive SUS,3,1,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:23:24.675,Interactive SUS,4,5,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:23:24.675,Interactive SUS,5,3,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:23:24.676,Interactive SUS,6,5,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:23:24.677,Interactive SUS,7,1,undefined,0,0,0,0,0,,,0.001,pa
2024-07-25 16:23:24.677,Interactive SUS,8,5,undefined,0,0,0,0,0,,,0.0,pa
2024-07-25 16:23:24.678,Interactive SUS,9,1,undefined,0,0,0,0,0,,,0.001,pa
