pageName,question,answer,time,version,score,key,order,delta,participant
S1_IN3,qID-3,Yes,2024-12-21 23:55:19.933,A,1.0,Yes,2,30.348,lion
S1_IN1,qID-0,Continue,2024-12-21 23:57:15.971,A,0.0,,2,116.038,lion
S1_IN1,qID-11,No,2024-12-21 23:57:18.410,A,0.0,Yes,3,2.439,lion
S1_IN1,qID-3,No,2024-12-21 23:57:48.158,A,1.0,No,3,29.748,lion
S1_IN1,qID-2,No,2024-12-21 23:58:03.137,A,1.0,No,3,14.979,lion
S1_C2,qID-0,Continue,2024-12-21 23:59:55.707,A,0.0,,3,112.57,lion
S1_C2,qID-11,No,2024-12-21 23:59:58.077,A,3.0,No,4,2.37,lion
S1_C2,qID-4,Yes,2024-12-22 00:00:08.751,A,1.0,Yes,4,10.674,lion
S1_C2,qID-3,Yes,2024-12-22 00:00:21.283,A,1.0,Yes,4,12.532,lion
S1_C1,qID-0,Continue,2024-12-22 00:01:18.837,A,0.0,,4,57.554,lion
S1_C1,qID-11,No,2024-12-22 00:02:31.306,A,3.0,No,5,72.469,lion
S1_C1,qID-3,No,2024-12-22 00:02:51.729,A,1.0,No,5,20.423,lion
S1_C1,qID-2,Yes,2024-12-22 00:03:24.593,A,1.0,Yes,5,32.864,lion
S2_C2,qID-0,Continue,2024-12-22 00:03:51.564,A,0.0,,5,26.971,lion
S2_C2,qID-11,No,2024-12-22 00:05:38.698,A,3.0,No,6,107.134,lion
S2_C2,qID-1,No,2024-12-22 00:06:04.083,A,1.0,No,6,25.385,lion
S2_C2,qID-2,No,2024-12-22 00:06:34.470,A,1.0,No,6,30.387,lion
S2_IN2,qID-0,Continue,2024-12-22 00:08:05.059,A,0.0,,6,90.589,lion
S2_IN2,qID-11,No,2024-12-22 00:08:06.612,A,0.0,Yes,7,1.553,lion
S2_IN2,qID-1,No,2024-12-22 00:08:29.388,A,1.0,No,7,22.776,lion
S2_IN2,qID-2,Yes,2024-12-22 00:08:46.774,A,0.0,No,7,17.386,lion
S2_IN1,qID-0,Continue,2024-12-22 00:08:55.596,A,0.0,,7,8.822,lion
S2_IN1,qID-11,Yes,2024-12-22 00:10:52.423,A,1.0,Yes,8,116.827,lion
S2_IN1,qID-12,Step 7,2024-12-22 00:11:04.010,A,0.0,Step 8,8,11.587,lion
S2_IN1,qID-13,Open-ended Incorrect,2024-12-22 00:11:52.906,A,0.0,Open-ended Correct,8,48.896,lion
S2_IN1,qID-2,No,2024-12-22 00:12:03.847,A,1.0,No,8,10.941,lion
SUS,0,4,2024-12-22 00:13:23.743,undefined,,,8,79.896,lion
SUS,1,4,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,2,5,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,3,2,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,4,4,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,5,1,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,6,5,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,7,1,2024-12-22 00:13:23.743,undefined,,,8,0.0,lion
SUS,8,2,2024-12-22 00:13:23.744,undefined,,,8,0.001,lion
SUS,9,1,2024-12-22 00:13:23.744,undefined,,,8,0.0,lion
