pageName,question,answer,time,version,score,key,order,delta,participant
S1_IN2,qID-2,No,2025-01-11 19:50:14.415,B,1.0,No,5,13.074,zebra
S1_IN2,qID-1,Yes,2025-01-11 19:50:42.190,B,1.0,Yes,5,27.775,zebra
S2_IN2,qID-0,Continue,2025-01-11 19:51:08.654,B,0.0,,5,26.464,zebra
S2_IN2,qID-11,No,2025-01-11 19:52:24.662,B,0.0,Yes,6,76.008,zebra
S2_IN2,qID-2,Yes,2025-01-11 19:52:50.658,B,0.0,No,6,25.996,zebra
S2_IN2,qID-1,No,2025-01-11 19:53:34.773,B,1.0,No,6,44.115,zebra
S2_C2,qID-0,Continue,2025-01-11 19:55:19.141,B,0.0,,6,104.368,zebra
S2_C2,qID-11,No,2025-01-11 19:55:21.054,B,3.0,No,7,1.913,zebra
S2_C2,qID-2,No,2025-01-11 19:55:45.485,B,1.0,No,7,24.431,zebra
S2_C2,qID-1,No,2025-01-11 19:56:13.093,B,1.0,No,7,27.608,zebra
S2_IN1,qID-0,Continue,2025-01-11 19:56:57.417,B,0.0,,7,44.324,zebra
S2_IN1,qID-11,Yes,2025-01-11 19:56:59.292,B,1.0,Yes,8,1.875,zebra
S2_IN1,qID-12,Step 6,2025-01-11 19:57:15.625,B,0.0,Step 8,8,16.333,zebra
S2_IN1,qID-13,Open-ended Incorrect,2025-01-11 19:57:43.277,B,0.0,Open-ended Correct,8,27.652,zebra
S2_IN1,qID-2,Yes,2025-01-11 19:58:17.245,B,0.0,No,8,33.968,zebra
SUS,7,1,2025-01-11 20:00:56.449,undefined,,,8,159.204,zebra
SUS,6,5,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,5,2,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,4,5,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,0,5,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,2,5,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,1,2,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,3,1,2025-01-11 20:00:56.449,undefined,,,8,0.0,zebra
SUS,8,5,2025-01-11 20:00:56.450,undefined,,,8,0.001,zebra
SUS,9,1,2025-01-11 20:00:56.450,undefined,,,8,0.0,zebra
