pageName,question,answer,time,version,score,key,order,delta,participant
S1_IN2,qID-1,Yes,2024-12-10 22:39:08.824,A,1.0,Yes,2,65.004,elephant
S1_C2,qID-0,Continue,2024-12-10 22:41:02.882,A,0.0,,2,114.058,elephant
S1_C2,qID-11,No,2024-12-10 22:41:48.986,A,3.0,No,3,46.104,elephant
S1_C2,qID-4,Yes,2024-12-10 22:42:07.537,A,1.0,Yes,3,18.551,elephant
S1_C2,qID-3,Yes,2024-12-10 22:42:43.259,A,1.0,Yes,3,35.722,elephant
S1_C1,qID-0,Continue,2024-12-10 22:45:03.965,A,0.0,,3,140.706,elephant
S1_C1,qID-11,Yes,2024-12-10 22:45:13.050,A,0.0,No,4,9.085,elephant
S1_C1,qID-12,Step 5,2024-12-10 22:45:22.571,A,0.0,,4,9.521,elephant
S1_C1,qID-13,Open-ended Incorrect,2024-12-10 22:45:55.589,A,0.0,,4,33.018,elephant
S1_C1,qID-2,Yes,2024-12-10 22:46:43.621,A,1.0,Yes,4,48.032,elephant
S1_C1,qID-3,No,2024-12-10 22:47:48.025,A,1.0,No,4,64.404,elephant
S1_IN3,qID-0,Continue,2024-12-10 22:49:11.743,A,0.0,,4,83.718,elephant
S1_IN3,qID-11,Yes,2024-12-10 22:49:14.664,A,1.0,Yes,5,2.921,elephant
S1_IN3,qID-12,Step 4,2024-12-10 22:49:23.504,A,1.0,Step 4,5,8.84,elephant
S1_IN3,qID-13,Open-ended Correct,2024-12-10 22:50:18.705,A,1.0,Open-ended Correct,5,55.201,elephant
S1_IN3,qID-3,Yes,2024-12-10 22:50:29.663,A,1.0,Yes,5,10.958,elephant
S2_IN2,qID-0,Continue,2024-12-10 22:52:31.354,A,0.0,,5,121.691,elephant
S2_IN2,qID-11,Yes,2024-12-10 22:52:33.341,A,1.0,Yes,6,1.987,elephant
S2_IN2,qID-12,Step 7,2024-12-10 22:52:41.537,A,1.0,Step 7,6,8.196,elephant
S2_IN2,qID-13,Open-ended Correct,2024-12-10 22:53:04.596,A,1.0,Open-ended Correct,6,23.059,elephant
S2_IN2,qID-1,No,2024-12-10 22:53:39.208,A,1.0,No,6,34.612,elephant
S2_IN2,qID-2,No,2024-12-10 22:54:03.740,A,1.0,No,6,24.532,elephant
S2_IN1,qID-0,Continue,2024-12-10 22:56:22.300,A,0.0,,6,138.56,elephant
S2_IN1,qID-11,Yes,2024-12-10 22:56:27.393,A,1.0,Yes,7,5.093,elephant
S2_IN1,qID-12,Step 8,2024-12-10 22:56:33.078,A,1.0,Step 8,7,5.685,elephant
S2_IN1,qID-13,Open-ended Correct,2024-12-10 22:57:30.105,A,1.0,Open-ended Correct,7,57.027,elephant
S2_IN1,qID-2,No,2024-12-10 22:57:45.891,A,1.0,No,7,15.786,elephant
S2_C2,qID-0,Continue,2024-12-10 23:00:14.990,A,0.0,,7,149.099,elephant
S2_C2,qID-11,No,2024-12-10 23:00:38.151,A,3.0,No,8,23.161,elephant
S2_C2,qID-1,No,2024-12-10 23:03:10.726,A,1.0,No,8,152.575,elephant
S2_C2,qID-2,No,2024-12-10 23:03:43.321,A,1.0,No,8,32.595,elephant
SUS,0,3,2024-12-10 23:07:34.445,undefined,,,8,231.124,elephant
SUS,1,1,2024-12-10 23:07:34.445,undefined,,,8,0.0,elephant
SUS,2,5,2024-12-10 23:07:34.445,undefined,,,8,0.0,elephant
SUS,3,1,2024-12-10 23:07:34.445,undefined,,,8,0.0,elephant
SUS,8,5,2024-12-10 23:07:34.446,undefined,,,8,0.001,elephant
SUS,4,5,2024-12-10 23:07:34.446,undefined,,,8,0.0,elephant
SUS,5,1,2024-12-10 23:07:34.446,undefined,,,8,0.0,elephant
SUS,6,5,2024-12-10 23:07:34.446,undefined,,,8,0.0,elephant
SUS,7,1,2024-12-10 23:07:34.446,undefined,,,8,0.0,elephant
SUS,9,1,2024-12-10 23:07:34.446,undefined,,,8,0.0,elephant
