pageName,question,answer,time,version,score,key,order,delta,participant
S2_IN2,qID-13,Open-ended Correct,2024-12-12 22:37:56.063,A,1.0,Open-ended Correct,6,40.211,peacock
S2_IN2,qID-1,No,2024-12-12 22:38:42.780,A,1.0,No,6,46.717,peacock
S2_IN2,qID-2,No,2024-12-12 22:39:11.117,A,1.0,No,6,28.337,peacock
S2_C2,qID-0,Continue,2024-12-12 22:42:08.788,A,0.0,,6,177.671,peacock
S2_C2,qID-11,No,2024-12-12 22:42:10.047,A,3.0,No,7,1.259,peacock
S2_C2,qID-1,No,2024-12-12 22:42:50.578,A,1.0,No,7,40.531,peacock
S2_C2,qID-2,No,2024-12-12 22:43:37.716,A,1.0,No,7,47.138,peacock
S2_IN1,qID-0,Continue,2024-12-12 22:45:59.097,A,0.0,,7,141.381,peacock
S2_IN1,qID-11,Yes,2024-12-12 22:46:00.679,A,1.0,Yes,8,1.582,peacock
S2_IN1,qID-12,Step 8,2024-12-12 22:46:09.844,A,1.0,Step 8,8,9.165,peacock
S2_IN1,qID-13,Open-ended Correct,2024-12-12 22:47:05.346,A,1.0,Open-ended Correct,8,55.502,peacock
S2_IN1,qID-2,No,2024-12-12 22:47:09.788,A,1.0,No,8,4.442,peacock
SUS,7,1,2024-12-12 22:48:39.289,undefined,,,8,89.501,peacock
SUS,6,5,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,5,1,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,4,5,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,1,2,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,2,4,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,8,4,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,0,4,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,3,1,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
SUS,9,2,2024-12-12 22:48:39.289,undefined,,,8,0.0,peacock
